id,exercise_name,video_link,video_explanation,expereince_level,target_muscle,primary_muscle,secondary_muscle,category,laterality,exercise_classification,inserted_at,equipment,standardized_name,standardized_primary_muscle,standardized_secondary_muscle,standardization_notes
9214,Plate Overhead Russian Step Up,,https://youtu.be/IBvPAsvfZvM?si=Dx3NbZqKQz2o3anT,Intermediate,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Unilateral,Balance,2025-08-10 01:02:46.306204+00,Weight Plate,Weight Plate Overhead Step-Up,Quadriceps,Glutes,Weight plate held overhead; increases balance demand
9215,Plate Overhead Alternating Russian Step Up,,,Intermediate,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Unilateral,Balance,2025-08-10 01:02:46.306204+00,Weight Plate,Overhead Plate Alternating Step-Up,Quadriceps,Glutes,Step-up variation with overhead plate for added stability challenge
9216,Double Kettlebell Front Rack Alternating Russian Step Up,https://youtu.be/-L2RxqXxw3w?si=c5bWCZNShpG6g4Zw,,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Unilateral,Balance,2025-08-10 01:02:46.306204+00,Kettlebell,Double Kettlebell Front Rack Alternating Step-Up,Quadriceps,Glutes,Step-up with double kettlebells in front rack position
9217,Double Kettlebell Bottoms Up Front Rack Alternating Russian Step Up,,,Intermediate,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Unilateral,Balance,2025-08-10 01:02:46.306204+00,Kettlebell,Double Kettlebell Bottoms-Up Front Rack Step-Up,Quadriceps,Glutes,Front rack step-up with kettlebells held upside-down for grip challenge
9218,Double Kettlebell Overhead Alternating Russian Step Up,,,Intermediate,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Unilateral,Balance,2025-08-10 01:02:46.306204+00,Kettlebell,Double Kettlebell Overhead Alternating Step-Up,Quadriceps,Glutes,Step-up with kettlebells locked out overhead
9219,Double Kettlebell Bottoms Up Overhead Alternating Russian Step Up,,,Advanced,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Unilateral,Balance,2025-08-10 01:02:46.306204+00,Kettlebell,Double Kettlebell Bottoms-Up Overhead Step-Up,Quadriceps,Glutes,Overhead step-up with kettlebells held bottoms-up for instability
9220,Double Kettlebell Suitcase Alternating Russian Step Up,,,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Unilateral,Balance,2025-08-10 01:02:46.306204+00,Kettlebell,Double Kettlebell Suitcase Step-Up,Quadriceps,Glutes,Step-up with kettlebells at sides like suitcases; unilateral loading
9221,Kettlebell Goblet Russian Step Up,https://youtu.be/RZsegx5MjMg?si=jrgTO3B_RBqc2Tow,,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Unilateral,Balance,2025-08-10 01:02:46.306204+00,Kettlebell,Kettlebell Goblet Step-Up,Quadriceps,Glutes,Goblet hold step-up; emphasizes front-loaded balance
9222,Kettlebell Goblet Alternating Russian Step Up,https://youtu.be/D_XZAV9sh2I?si=9d58XpgxLS_aoYoQ,,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Unilateral,Balance,2025-08-10 01:02:46.306204+00,Kettlebell,Kettlebell Goblet Alternating Step-Up,Quadriceps,Glutes,Alternating leg version of goblet step-up
9223,Dumbbell Goblet Russian Step Up,https://youtu.be/Z8wrpP7TT5E?si=tMWVlz_jrcW6ilLl,,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Unilateral,Balance,2025-08-10 01:02:46.306204+00,Dumbbell,Dumbbell Goblet Step-Up,Quadriceps,Glutes,Same as goblet step-up but with dumbbell
9224,Dumbbell Goblet Alternating Russian Step Up,https://youtu.be/e-VjvaI7FEI?si=Uc1Aq16WW3xsbpcO,,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Unilateral,Balance,2025-08-10 01:02:46.306204+00,Dumbbell,Dumbbell Goblet Alternating Step-Up,Quadriceps,Glutes,Alternating version with dumbbell in goblet position
9225,Kettlebell Horn Grip Russian Step Up,,,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Unilateral,Balance,2025-08-10 01:02:46.306204+00,Kettlebell,Kettlebell Horn Grip Step-Up,Quadriceps,Glutes,Step-up using kettlebell horns for grip; increases core engagement
9226,Kettlebell Horn Grip Alternating Russian Step Up,,,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Unilateral,Balance,2025-08-10 01:02:46.306204+00,Kettlebell,Kettlebell Horn Grip Alternating Step-Up,Quadriceps,Glutes,Alternating version with horn grip loading
9227,Miniband Hip Thrust,https://youtu.be/GMoIkfo2nP4?si=IB4Q_47E137Hsx_H,,Beginner,Glutes,Gluteus Maximus,Biceps Femoris,Lower Body,Bilateral,Bodybuilding,2025-08-10 01:02:46.306204+00,Miniband,Banded Hip Thrust,Glutes,Hamstrings,Hip thrust with miniband above knees for added glute activation
9228,Heavy Sandbag Bear Hug Step Up,https://youtu.be/LyD7nH85x0c?si=Li3dCfeeWkoCcSX-,,Intermediate,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Unilateral,Bodybuilding,2025-08-10 01:02:46.306204+00,Heavy Sandbag,Sandbag Bear Hug Step-Up,Quadriceps,Glutes,Step-up while hugging sandbag to chest; increases core demand
9229,Heavy Sandbag Bear Hug Alternating Step Up,https://youtu.be/O1zrmDKSt9E?si=aLhoWHS87gUaM6iV,,Intermediate,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Unilateral,Bodybuilding,2025-08-10 01:02:46.306204+00,Heavy Sandbag,Sandbag Bear Hug Alternating Step-Up,Quadriceps,Glutes,Alternating version of bear hug step-up
9230,Heavy Sandbag Bear Hug Russian Step Up,,,Intermediate,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Unilateral,Balance,2025-08-10 01:02:46.306204+00,Heavy Sandbag,Sandbag Bear Hug Russian Step-Up,Quadriceps,Glutes,Russian step-up (knee to chest) with bear-hugged sandbag
9231,Heavy Sandbag Bear Hug Alternating Russian Step Up,,,Intermediate,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Unilateral,Balance,2025-08-10 01:02:46.306204+00,Heavy Sandbag,Sandbag Bear Hug Alternating Russian Step-Up,Quadriceps,Glutes,Alternating Russian step-up with sandbag bear hug
9232,Alternating Single Arm Macebell Reverse Mill,,,Advanced,Shoulders,Posterior Deltoids,Rectus Abdominis,Upper Body,Unilateral,Ballistics,2025-08-10 01:02:46.306204+00,Macebell,Alternating Macebell Reverse Circles,Rear Delts,Abs,"Macebell circles performed backward with single arm, alternating sides"
9233,Ring Grip Straddle Planche,,,Grand Master,Abdominals,Rectus Abdominis,,Full Body,Bilateral,Calisthenics,2025-08-10 01:02:46.306204+00,Gymnastic Rings,Straddle Planche on Rings,Abs,Chest,Advanced bodyweight move; planche position with straddle legs on rings
9234,Single Arm Kettlebell Dead Clean to Overhead Press,,https://youtu.be/N4wLE5NrCEs?si=yJrKqkN4Q6I88-sV,Intermediate,Shoulders,Anterior Deltoids,,Full Body,Unilateral,Ballistics,2025-08-10 01:02:46.306204+00,Kettlebell,Single-Arm Kettlebell Clean to Press,Front Delts,Triceps,Full-body pressing movement from floor to overhead
9235,Single Arm Kettlebell Dead Clean to Push Press,https://youtu.be/aWPqX1VXr-g?si=6F2i3SQxg7mvF5tb,,Intermediate,Shoulders,Anterior Deltoids,,Full Body,Unilateral,Ballistics,2025-08-10 01:02:46.306204+00,Kettlebell,Single-Arm Kettlebell Clean to Push Press,Front Delts,Triceps,Uses leg drive to assist overhead press after clean
9236,Single Arm Kettlebell Clean to Front Rack Ipsilateral Reverse Lunge,,,Intermediate,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Full Body,Ipsilateral,Ballistics,2025-08-10 01:02:46.306204+00,Kettlebell,Kettlebell Clean to Ipsilateral Reverse Lunge,Quadriceps,Glutes,Reverse lunge on same side as loaded arm; increases core challenge
9237,Single Arm Kettlebell Clean to Front Rack Ipsilateral Forward Lunge,,,Intermediate,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Full Body,Ipsilateral,Ballistics,2025-08-10 01:02:46.306204+00,Kettlebell,Kettlebell Clean to Ipsilateral Forward Lunge,Quadriceps,Glutes,Forward lunge on same side as kettlebell; challenges anti-rotation
9238,Single Arm Kettlebell Dead Clean to Push Jerk,,,Intermediate,Shoulders,Anterior Deltoids,,Full Body,Unilateral,Ballistics,2025-08-10 01:02:46.306204+00,Kettlebell,Single-Arm Kettlebell Clean to Push Jerk,Front Delts,Triceps,Jerk variation using leg drive to propel weight overhead
9239,Double Kettlebell Dead Clean to Push Jerk,https://youtu.be/vFOeFxuWMa4?si=UW2lvkjDkxHqSPIf,,Intermediate,Shoulders,Anterior Deltoids,Triceps Brachii,Full Body,Bilateral,Ballistics,2025-08-10 01:02:46.306204+00,Kettlebell,Double Kettlebell Clean to Push Jerk,Front Delts,Triceps,Bilateral jerk movement from floor start
9240,Single Arm Kettlebell Bottoms Up Dead Clean,https://youtu.be/QP8ZqZUuvmk?si=UOZV5omhXZ1F-93V,,Intermediate,Glutes,Gluteus Maximus,Biceps Femoris,Full Body,Unilateral,Unsorted*,2025-08-10 01:02:46.306204+00,Kettlebell,Single-Arm Kettlebell Bottoms-Up Clean,Glutes,Hamstrings,Clean with kettlebell inverted; increases grip and stability demand
9241,Alternating Single Arm Kettlebell Bottoms Up Dead Clean,,,Intermediate,Glutes,Gluteus Maximus,Biceps Femoris,Full Body,Unilateral,Unsorted*,2025-08-10 01:02:46.306204+00,Kettlebell,Alternating Kettlebell Bottoms-Up Clean,Glutes,Hamstrings,Alternating version of bottoms-up clean
9242,Single Arm Kettlebell Dead Clean to Front Rack Squat,,https://youtu.be/oc0TnNUykEM?si=N_yVekSXidSRo2A4,Intermediate,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Full Body,Unilateral,Ballistics,2025-08-10 01:02:46.306204+00,Kettlebell,Single-Arm Kettlebell Clean to Front Rack Squat,Quadriceps,Glutes,Squat after clean with kettlebell in front rack
9243,Single Arm Kettlebell Dead Clean to Thruster,,,Intermediate,Shoulders,Anterior Deltoids,Quadriceps Femoris,Full Body,Unilateral,Ballistics,2025-08-10 01:02:46.306204+00,Kettlebell,Single-Arm Kettlebell Thruster,Front Delts,Quadriceps,Combines squat and press in one fluid motion
9244,Alternating Single Arm Kettlebell Dead Clean to Thruster,,,Intermediate,Shoulders,Anterior Deltoids,Quadriceps Femoris,Full Body,Unilateral,Ballistics,2025-08-10 01:02:46.306204+00,Kettlebell,Alternating Kettlebell Thruster,Front Delts,Quadriceps,Thruster with alternating arm pressing
9245,Alternating Single Arm Kettlebell Dead Clean to Overhead Press,https://youtu.be/587yc5WQcB0?si=il91YAGQf5s9QyXC,,Intermediate,Shoulders,Anterior Deltoids,,Full Body,Unilateral,Ballistics,2025-08-10 01:02:46.306204+00,Kettlebell,Kettlebell Clean and Press,Shoulders,Traps,Combines clean and strict overhead press; shoulders are primary mover
9246,Alternating Single Arm Kettlebell Dead Clean to Push Press,https://youtu.be/Wq5CGNeQGUA?si=bULiT29sEH9tAv6z,,Intermediate,Shoulders,Anterior Deltoids,,Full Body,Unilateral,Ballistics,2025-08-10 01:02:46.306204+00,Kettlebell,Kettlebell Push Press,Shoulders,Triceps,Uses leg drive to assist press; shoulders remain primary
9247,Alternating Single Arm Kettlebell Dead Clean to Push Jerk,,,Intermediate,Shoulders,Anterior Deltoids,,Full Body,Unilateral,Ballistics,2025-08-10 01:02:46.306204+00,Kettlebell,Kettlebell Push Jerk,Shoulders,Quadriceps,Explosive jerk variation with dip and drive; shoulders primary
9248,Alternating Single Arm Kettlebell Dead Clean to Front Rack Squat,,,Intermediate,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Full Body,Unilateral,Ballistics,2025-08-10 01:02:46.306204+00,Kettlebell,Kettlebell Front Rack Squat,Quadriceps,Glutes,Barbell front squat equivalent with kettlebell in rack position
9249,Single Arm Macebell Bull Whip to Mill,https://youtu.be/NUhpNbRmNMg?si=vqY017BanR5_s992,https://youtu.be/9AFgVsSXOCA?si=J-Zh0GlYFLOJWoaP,Advanced,Shoulders,Posterior Deltoids,Rectus Abdominis,Upper Body,Unilateral,Ballistics,2025-08-10 01:02:46.306204+00,Macebell,Macebell Around the World,Shoulders,Abs,Circular motion targeting shoulders and core stability
9250,Double Kettlebell Bottoms Up Overhead Split Squat,,,Advanced,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Unilateral,Bodybuilding,2025-08-10 01:02:46.306204+00,Kettlebell,Overhead Split Squat,Quadriceps,Glutes,Lunge variation with overhead load; bottoms-up increases instability
9251,Heavy Sandbag Bear Hug Kang Squat,https://youtu.be/XVlH1hEsqMY?si=60gTVsHXWLFVtref,,Intermediate,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Bilateral,Unsorted*,2025-08-10 01:02:46.306204+00,Heavy Sandbag,Sandbag Bear Hug Squat,Quadriceps,Glutes,Front-loaded squat with sandbag; Kang squat is niche term
9252,Double Dumbbell Feet Elevated Renegade Row,https://youtu.be/lLTBO5vqm8A?si=UXhSCQSR6oZS3B2T,https://youtu.be/5FcaN35DaAQ?si=ZfAD4sAbgN70vQ_W,Advanced,Back,Latissimus Dorsi,,Upper Body,Unilateral,Bodybuilding,2025-08-10 01:02:46.306204+00,Dumbbell,Elevated Feet Renegade Row,Lats,Chest,Push-up position with row; feet elevated increases difficulty
9253,Double Dumbbell Feet Elevated Renegade Row to Push Up,,,Advanced,Back,Latissimus Dorsi,,Upper Body,Unilateral,Bodybuilding,2025-08-10 01:02:46.306204+00,Dumbbell,Renegade Row with Push-Up,Lats,Chest,Includes push-up between rows; chest becomes active
9254,Double Dumbbell Suitcase Forward Lunge,https://youtu.be/9gglI77Kzq8?si=_dDcU05y48tssEAF,,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Unilateral,Bodybuilding,2025-08-10 01:02:46.306204+00,Dumbbell,Dumbbell Suitcase Lunge,Quadriceps,Glutes,Lateral stability challenge with unilateral loading
9255,Barbell Front Rack Forward Lunge,https://youtu.be/tEnO9W001b0?feature=shared,https://youtu.be/HdsDj84oo-M?si=h7psbJWyTfoeXjLf,Intermediate,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Unilateral,Bodybuilding,2025-08-10 01:02:46.306204+00,Barbell,Barbell Front Rack Lunge,Quadriceps,Glutes,Front-loaded barbell lunge; similar to front squat position
9256,Barbell Overhead Forward Lunge,https://youtu.be/Y9EGHil8cj0?si=2FSctgexRfTrAxb-,https://youtu.be/JH1x57CWPik?si=bxb00MkoSXUP23Qr,Advanced,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Unilateral,Bodybuilding,2025-08-10 01:02:46.306204+00,Barbell,Overhead Barbell Lunge,Quadriceps,Glutes,Requires shoulder stability with barbell locked overhead
9257,Heavy Sandbag Bear Hug Forward Lunge,,,Intermediate,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Full Body,Unilateral,Unsorted*,2025-08-10 01:02:46.306204+00,Heavy Sandbag,Sandbag Bear Hug Lunge,Quadriceps,Glutes,Front-loaded lunge with sandbag; full body stabilization
9258,Heavy Sandbag Shoulder Contralateral Forward Lunge,,,Intermediate,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Contralateral,Unsorted*,2025-08-10 01:02:46.306204+00,Heavy Sandbag,Sandbag Shoulder Lunge,Quadriceps,Glutes,Unilateral shoulder carry with contralateral lunge
9259,Barbell Back Rack Forward Lunge,https://youtu.be/hUdSY_wXwWU?si=UfpUfMXiZqyUzBJ8,,Intermediate,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Unilateral,Bodybuilding,2025-08-10 01:02:46.306204+00,Barbell,Barbell Back Rack Lunge,Quadriceps,Glutes,Back squat position during lunge; standard barbell lunge
9260,Double Kettlebell Suitcase Forward Lunge,https://youtu.be/dgdMXVeApVM?si=C53j2jhBQ-HcBkp2,,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Unilateral,Bodybuilding,2025-08-10 01:02:46.306204+00,Kettlebell,Kettlebell Suitcase Lunge,Quadriceps,Glutes,Bilateral suitcase load; core stabilization emphasized
9261,Double Kettlebell Front Rack Forward Lunge,https://youtu.be/s-lZimLr_tg?si=Esmu-85tbaGWBDHx,,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Unilateral,Bodybuilding,2025-08-10 01:02:46.306204+00,Kettlebell,Kettlebell Front Rack Lunge,Quadriceps,Glutes,Front-loaded kettlebells in rack position
9262,Double Kettlebell Bottoms Up Front Rack Forward Lunge,,,Intermediate,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Unilateral,Bodybuilding,2025-08-10 01:02:46.306204+00,Kettlebell,Kettlebell Bottoms-Up Front Rack Lunge,Quadriceps,Glutes,Increased core and shoulder stability demand
9263,Double Dumbbell Front Rack Forward Lunge,https://youtu.be/gqAaDuZQjXY?si=XpGry05ejKZXpsz-,,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Unilateral,Bodybuilding,2025-08-10 01:02:46.306204+00,Dumbbell,Dumbbell Front Rack Lunge,Quadriceps,Glutes,Front-loaded dumbbells in rack position
9264,Double Dumbbell Overhead Forward Lunge,https://youtu.be/c-4dfhO8QTw?si=7jy_yBEvLZdLrTWC,https://youtu.be/pBtSeAbiah0?si=UhmPxiSfn0QDaquV,Intermediate,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Unilateral,Bodybuilding,2025-08-10 01:02:46.306204+00,Dumbbell,Dumbbell Overhead Lunge,Quadriceps,Glutes,Dumbbells held overhead during lunge
9265,Single Arm Dumbbell Suitcase Contralateral Forward Lunge,https://youtu.be/nEFul0yIBzU?si=Dt-DKAqMcRsQMRWd,,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Contralateral,Bodybuilding,2025-08-10 01:02:46.306204+00,Dumbbell,Dumbbell Suitcase Lunge,Quadriceps,Glutes,Unilateral loading on opposite side of lead leg
9266,Single Arm Dumbbell Front Rack Contralateral Forward Lunge,https://youtu.be/UbQwG3BPs54?si=OAD_X1vRpwmgJgHl,,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Contralateral,Bodybuilding,2025-08-10 01:02:46.306204+00,Dumbbell,Dumbbell Front Rack Lunge,Quadriceps,Glutes,"One dumbbell in front rack, contralateral to lead leg"
9267,Single Arm Dumbbell Overhead Contralateral Forward Lunge,https://youtu.be/b5LGhv3B2us?si=6V7uUbW59eAmJ9Lx,https://youtu.be/TFH26fM07iw?si=zzR9FD2ulzDiot6R,Intermediate,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Contralateral,Bodybuilding,2025-08-10 01:02:46.306204+00,Dumbbell,Dumbbell Overhead Lunge,Quadriceps,Glutes,"One dumbbell locked overhead, contralateral to lead leg"
9268,Double Kettlebell Overhead Forward Lunge,https://youtu.be/ZS0_Pnqs18o?si=iqfhdouw2kgEVNp1,,Intermediate,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Unilateral,Bodybuilding,2025-08-10 01:02:46.306204+00,Kettlebell,Kettlebell Overhead Lunge,Quadriceps,Glutes,Both kettlebells held overhead during lunge
9269,Dumbbell Goblet Forward Lunge,https://youtu.be/Q2ELBxwUp28?si=SahPctazGJoXnzHQ,https://youtu.be/IzeZOET6R7U?si=oTFk5E4bDeCV8DoC,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Unilateral,Bodybuilding,2025-08-10 01:02:46.306204+00,Dumbbell,Goblet Lunge,Quadriceps,Glutes,Dumbbell held at chest like a goblet squat
9270,Clubbell Order Forward Lunge,https://youtu.be/mVJyt-hJqQ4?si=ZyQU-rcyvqeQG8GO,,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Unilateral,Bodybuilding,2025-08-10 01:02:46.306204+00,Clubbell,Clubbell Lunge,Quadriceps,Glutes,Forward lunge with clubbell in 'order' position
9271,Double Clubbell Order Forward Lunge,,,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Unilateral,Bodybuilding,2025-08-10 01:02:46.306204+00,Clubbell,Double Clubbell Lunge,Quadriceps,Glutes,Both clubbells in order position during lunge
9272,Single Arm Clubbell Order Contralateral Forward Lunge,,,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Contralateral,Bodybuilding,2025-08-10 01:02:46.306204+00,Clubbell,Clubbell Contralateral Lunge,Quadriceps,Glutes,Unilateral clubbell load opposite lead leg
9273,Macebell Order Forward Lunge,,,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Unilateral,Bodybuilding,2025-08-10 01:02:46.306204+00,Macebell,Macebell Lunge,Quadriceps,Glutes,Macebell in order position during forward lunge
9274,Double Kettlebell Bottoms Up Overhead Forward Lunge,,,Advanced,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Unilateral,Bodybuilding,2025-08-10 01:02:46.306204+00,Kettlebell,Kettlebell Bottoms-Up Overhead Lunge,Quadriceps,Glutes,Overhead stability challenge with bottoms-up kettlebells
9275,Single Arm Kettlebell Suitcase Contralateral Forward Lunge,,,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Contralateral,Bodybuilding,2025-08-10 01:02:46.306204+00,Kettlebell,Kettlebell Suitcase Lunge,Quadriceps,Glutes,Contralateral loading implies suitcase carry; simplified to common name.
9276,Bodyweight Forward Lunge,https://youtu.be/1XKXGRQX-0w?si=hoLOL3F63ye-LGkD,https://youtu.be/4JEsjeTA9M8?si=WxT6yU_vYpJsX-hU,Beginner,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Unilateral,Bodybuilding,2025-08-10 01:02:46.306204+00,Bodyweight,Bodyweight Lunge,Quadriceps,Glutes,Standard name for unweighted forward lunge.
